_id,precio_unitario,cantidad,total_venta,descuento_pct,categoria,metodo_pago,fecha_venta,direccion_envio,comentario_cliente,nombre_producto
69d05657eadd846fd9970105,917.82,6,3359.22,0.39,Deportes,Tarjeta de crédito,2026-12-26,"{""calle"": ""Andador Norte Serna 373 Edif. 243 , Depto. 839"", ""ciudad"": ""San Micaela los bajos"", ""estado"": ""Tlaxcala"", ""cp"": ""98169""}","El producto es tal y como se describe, estoy muy satisfecho.",Mancuernas ajustables
69d05657eadd846fd9970106,1162.73,14,14487.62,0.11,Ropa,PayPal,2026-10-07,"{""calle"": ""Cerrada Morelos 761 347"", ""ciudad"": ""Vieja Granada"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""42051""}","El producto es tal y como se describe, estoy muy satisfecho.",Jeans slim fit
69d05657eadd846fd9970107,66.65,15,719.82,0.28,Juguetes,Tarjeta de débito,2026-08-03,"{""calle"": ""Periférico Tabasco 683 088"", ""ciudad"": ""San Rubén los bajos"", ""estado"": ""Aguascalientes"", ""cp"": ""36696-8693""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Muñeca articulada deluxe
69d05657eadd846fd9970108,1810.8,20,23902.56,0.34,Alimentos,PayPal,2026-04-23,"{""calle"": ""Peatonal Campeche 697 Interior 612"", ""ciudad"": ""San Zoé de la Montaña"", ""estado"": ""Nuevo León"", ""cp"": ""06715-6422""}",Buen precio pero la calidad podría mejorar.,Snack saludable mixto
69d05657eadd846fd9970109,2362.89,11,20533.51,0.21,Ropa,Tarjeta de débito,2026-08-18,"{""calle"": ""Retorno Baja California 703 Interior 787"", ""ciudad"": ""Vieja Polonia"", ""estado"": ""Tamaulipas"", ""cp"": ""03706""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Playera algodón premium
69d05657eadd846fd997010a,1277,18,19308.24,0.16,Hogar,PayPal,2026-10-29,"{""calle"": ""Cerrada Michoacán de Ocampo 542 Interior 165"", ""ciudad"": ""San Silvano los bajos"", ""estado"": ""Coahuila de Zaragoza"", ""cp"": ""36593""}","Entrega rápida, el empaque estaba en buen estado.",Lámpara LED escritorio
69d05657eadd846fd997010b,1026.65,10,9342.51,0.09,Alimentos,Efectivo,2026-05-23,"{""calle"": ""Eje vial Durango 396 Edif. 403 , Depto. 809"", ""ciudad"": ""Vieja Lituania"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""74630-1869""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Suplemento vitamínico
69d05657eadd846fd997010c,388.43,12,3822.15,0.18,Electrónica,Efectivo,2026-01-04,"{""calle"": ""Pasaje Djibouti 197 Interior 182"", ""ciudad"": ""Nueva Guinea Bissau"", ""estado"": ""Quintana Roo"", ""cp"": ""84058""}","Producto auténtico y de calidad, envío rápido y seguro.",Smartphone 5G 256GB
69d05657eadd846fd997010d,2063.53,11,19294.01,0.15,Electrónica,Tarjeta de crédito,2026-03-23,"{""calle"": ""Calzada Antigua y Barbuda 932 Edif. 018 , Depto. 471"", ""ciudad"": ""Vieja Benin"", ""estado"": ""México"", ""cp"": ""24862""}","Increíble producto, superó todas mis expectativas.",Tablet 10 pulgadas
69d05657eadd846fd997010e,122.88,17,1399.6,0.33,Juguetes,PayPal,2026-12-24,"{""calle"": ""Prolongación Ghana 275 212"", ""ciudad"": ""San Francisco Javier de la Montaña"", ""estado"": ""Nuevo León"", ""cp"": ""57513-1212""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Juego de mesa familiar
69d05657eadd846fd997010f,179.36,7,1092.3,0.13,Libros,Tarjeta de crédito,2026-08-05,"{""calle"": ""Circunvalación Norte Berríos 687 Interior 367"", ""ciudad"": ""San Dulce María los altos"", ""estado"": ""México"", ""cp"": ""13469""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Marketing Digital 2024
69d05657eadd846fd9970110,1899.45,7,9706.19,0.27,Electrónica,Tarjeta de débito,2026-06-24,"{""calle"": ""Peatonal Sierra Leona 464 Edif. 410 , Depto. 431"", ""ciudad"": ""San Jorge Luis de la Montaña"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""19321""}","Increíble producto, superó todas mis expectativas.",Laptop Core i7 16GB
69d05657eadd846fd9970111,1636.37,14,16952.79,0.26,Deportes,Tarjeta de crédito,2026-05-23,"{""calle"": ""Viaducto Cavazos 490 Interior 142"", ""ciudad"": ""San María Cristina los altos"", ""estado"": ""Coahuila de Zaragoza"", ""cp"": ""51404-7571""}","El producto es tal y como se describe, estoy muy satisfecho.",Tenis running profesional
69d05657eadd846fd9970112,2164.76,2,4156.34,0.04,Libros,Tarjeta de crédito,2026-03-21,"{""calle"": ""Prolongación Omán 759 Edif. 538 , Depto. 460"", ""ciudad"": ""San Abraham de la Montaña"", ""estado"": ""Oaxaca"", ""cp"": ""94284-7298""}","El producto es tal y como se describe, estoy muy satisfecho.",Finanzas personales
69d05657eadd846fd9970113,1746.14,8,8940.24,0.36,Ropa,Transferencia,2026-04-21,"{""calle"": ""Continuación Italia 254 554"", ""ciudad"": ""San Carmen los altos"", ""estado"": ""Aguascalientes"", ""cp"": ""97746-4836""}","Increíble producto, superó todas mis expectativas.",Sudadera con capucha
69d05657eadd846fd9970114,1327.42,1,1115.03,0.16,Belleza,Tarjeta de crédito,2026-06-22,"{""calle"": ""Avenida Duarte 203 Interior 217"", ""ciudad"": ""San Eduardo los altos"", ""estado"": ""Campeche"", ""cp"": ""10378""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Crema hidratante FPS 50
69d05657eadd846fd9970115,2280.08,19,42455.09,0.02,Ropa,Tarjeta de crédito,2026-02-22,"{""calle"": ""Diagonal Norte Jaimes 290 525"", ""ciudad"": ""Nueva Letonia"", ""estado"": ""Querétaro"", ""cp"": ""94605-2041""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Playera algodón premium
69d05657eadd846fd9970116,2371.33,10,18022.11,0.24,Juguetes,PayPal,2026-02-17,"{""calle"": ""Corredor Federación de Rusia 786 Interior 645"", ""ciudad"": ""San Isabel los bajos"", ""estado"": ""Oaxaca"", ""cp"": ""27921-1067""}",Buen precio pero la calidad podría mejorar.,Juego de mesa familiar
69d05657eadd846fd9970117,2475.26,1,2004.96,0.19,Belleza,Efectivo,2026-07-14,"{""calle"": ""Eje vial Tabasco 560 Edif. 572 , Depto. 951"", ""ciudad"": ""Vieja Malta"", ""estado"": ""Tlaxcala"", ""cp"": ""79993""}","Entrega rápida, el empaque estaba en buen estado.",Perfume floral 100ml
69d05657eadd846fd9970118,2400.47,18,38023.44,0.12,Belleza,Tarjeta de débito,2026-02-19,"{""calle"": ""Pasaje Norte Arteaga 410 Interior 365"", ""ciudad"": ""Nueva Mónaco"", ""estado"": ""Aguascalientes"", ""cp"": ""86584-2168""}",El artículo es de buena calidad aunque el envío tardó un poco.,Kit maquillaje profesional
69d05657eadd846fd9970119,1682.9,18,28474.67,0.06,Electrónica,Tarjeta de crédito,2026-07-03,"{""calle"": ""Viaducto Oaxaca 466 Edif. 342 , Depto. 907"", ""ciudad"": ""San Horacio los bajos"", ""estado"": ""Guerrero"", ""cp"": ""61075""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Auriculares Bluetooth
69d05657eadd846fd997011a,948.84,12,10475.19,0.08,Ropa,Efectivo,2026-06-26,"{""calle"": ""Pasaje Narváez 660 Interior 720"", ""ciudad"": ""Vieja Georgia"", ""estado"": ""Guanajuato"", ""cp"": ""96719-2934""}","El producto es tal y como se describe, estoy muy satisfecho.",Jeans slim fit
69d05657eadd846fd997011b,701.32,9,5806.93,0.08,Hogar,Tarjeta de débito,2026-11-06,"{""calle"": ""Corredor Federación de Rusia 194 Edif. 041 , Depto. 798"", ""ciudad"": ""San Judith los altos"", ""estado"": ""Chiapas"", ""cp"": ""06492""}","Producto auténtico y de calidad, envío rápido y seguro.",Silla ergonómica oficina
69d05657eadd846fd997011c,1951.79,3,5152.73,0.12,Libros,Tarjeta de crédito,2026-05-16,"{""calle"": ""Pasaje Niger 471 Interior 147"", ""ciudad"": ""Nueva Kuwait"", ""estado"": ""Colima"", ""cp"": ""44312-2670""}",El artículo es de buena calidad aunque el envío tardó un poco.,Python para Ciencia de Datos
69d05657eadd846fd997011d,2190.49,16,21729.66,0.38,Deportes,PayPal,2026-01-23,"{""calle"": ""Prolongación Kazajstán 342 Edif. 004 , Depto. 351"", ""ciudad"": ""Nueva Sudán"", ""estado"": ""Yucatán"", ""cp"": ""55151-7634""}","El producto es tal y como se describe, estoy muy satisfecho.",Mancuernas ajustables
69d05657eadd846fd997011e,891.15,3,1711.01,0.36,Ropa,PayPal,2026-08-24,"{""calle"": ""Ampliación Morelos 367 634"", ""ciudad"": ""San Ilse de la Montaña"", ""estado"": ""Baja California Sur"", ""cp"": ""94207-1664""}",Buen precio pero la calidad podría mejorar.,Sudadera con capucha
69d05657eadd846fd997011f,1868.21,10,13451.11,0.28,Alimentos,Tarjeta de débito,2026-10-02,"{""calle"": ""Callejón Ortega 140 Edif. 475 , Depto. 164"", ""ciudad"": ""Nueva Costa Rica"", ""estado"": ""Guanajuato"", ""cp"": ""89848""}","Producto auténtico y de calidad, envío rápido y seguro.",Snack saludable mixto
69d05657eadd846fd9970120,2878.04,6,17268.24,0,Alimentos,Tarjeta de débito,2026-03-05,"{""calle"": ""Eje vial Becerra 295 Edif. 933 , Depto. 267"", ""ciudad"": ""Vieja Yemen"", ""estado"": ""Michoacán de Ocampo"", ""cp"": ""15493""}","Entrega rápida, el empaque estaba en buen estado.",Suplemento vitamínico
69d05657eadd846fd9970121,2528.32,5,9228.37,0.27,Juguetes,PayPal,2026-07-13,"{""calle"": ""Callejón Tabasco 279 Interior 363"", ""ciudad"": ""San Teodoro los altos"", ""estado"": ""Michoacán de Ocampo"", ""cp"": ""96312""}",Buen precio pero la calidad podría mejorar.,Juego de mesa familiar
69d05657eadd846fd9970122,1108.29,10,8977.15,0.19,Libros,Tarjeta de crédito,2026-02-10,"{""calle"": ""Avenida Vigil 248 Edif. 192 , Depto. 186"", ""ciudad"": ""Vieja Irlanda"", ""estado"": ""Zacatecas"", ""cp"": ""84933""}","El producto es tal y como se describe, estoy muy satisfecho.",Python para Ciencia de Datos
69d05657eadd846fd9970123,2583.21,5,8266.27,0.36,Juguetes,Tarjeta de débito,2026-10-10,"{""calle"": ""Callejón Morelos 206 Edif. 758 , Depto. 300"", ""ciudad"": ""Vieja Congo"", ""estado"": ""Sonora"", ""cp"": ""12901-9314""}",El artículo es de buena calidad aunque el envío tardó un poco.,Set Lego arquitectura
69d05657eadd846fd9970124,2681.71,17,34191.8,0.25,Ropa,Efectivo,2026-05-31,"{""calle"": ""Circuito República Democrática Popular Lao 873 219"", ""ciudad"": ""Nueva Sudáfrica"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""17775-8895""}","Producto auténtico y de calidad, envío rápido y seguro.",Sudadera con capucha
69d05657eadd846fd9970125,2723.6,18,44122.32,0.1,Deportes,Efectivo,2026-11-18,"{""calle"": ""Periférico Urbina 603 245"", ""ciudad"": ""Nueva Afganistán"", ""estado"": ""Nuevo León"", ""cp"": ""63315""}",Buen precio pero la calidad podría mejorar.,Mancuernas ajustables
69d05657eadd846fd9970126,1207.87,19,16294.17,0.29,Alimentos,PayPal,2026-11-13,"{""calle"": ""Ampliación India 984 Edif. 471 , Depto. 172"", ""ciudad"": ""Nueva Paraguay"", ""estado"": ""Chiapas"", ""cp"": ""77884""}","El producto es tal y como se describe, estoy muy satisfecho.",Suplemento vitamínico
69d05657eadd846fd9970127,1220.52,17,20748.84,0,Ropa,Tarjeta de débito,2026-07-05,"{""calle"": ""Retorno Guanajuato 373 Edif. 691 , Depto. 143"", ""ciudad"": ""San Jerónimo de la Montaña"", ""estado"": ""Oaxaca"", ""cp"": ""44873-7353""}","Producto auténtico y de calidad, envío rápido y seguro.",Jeans slim fit
69d05657eadd846fd9970128,1366.35,6,6312.54,0.23,Hogar,Efectivo,2026-10-23,"{""calle"": ""Circuito González 094 Interior 424"", ""ciudad"": ""San Trinidad los bajos"", ""estado"": ""Sonora"", ""cp"": ""29219-8731""}","El producto es tal y como se describe, estoy muy satisfecho.",Set de sábanas 400 hilos
69d05657eadd846fd9970129,169.24,16,2464.13,0.09,Alimentos,PayPal,2026-04-09,"{""calle"": ""Circunvalación Campeche 864 657"", ""ciudad"": ""Nueva Gambia"", ""estado"": ""Aguascalientes"", ""cp"": ""88533""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Café molido orgánico 500g
69d05657eadd846fd997012a,2022.33,17,22002.95,0.36,Electrónica,PayPal,2026-12-27,"{""calle"": ""Continuación Norte Trejo 690 Edif. 054 , Depto. 299"", ""ciudad"": ""San Luis Miguel los altos"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""34198-7846""}","Increíble producto, superó todas mis expectativas.",Auriculares Bluetooth
69d05657eadd846fd997012b,2650.58,2,3233.71,0.39,Libros,PayPal,2026-02-05,"{""calle"": ""Cerrada Sur Curiel 666 Interior 109"", ""ciudad"": ""San Diego los bajos"", ""estado"": ""Yucatán"", ""cp"": ""73433-8471""}","Muy buena relación calidad-precio, lo recomiendo ampliamente.",Finanzas personales
69d05657eadd846fd997012c,1756.96,19,31045.48,0.07,Juguetes,Transferencia,2026-01-24,"{""calle"": ""Retorno Bermúdez 907 Interior 502"", ""ciudad"": ""San Elvira de la Montaña"", ""estado"": ""Baja California Sur"", ""cp"": ""66288""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Set Lego arquitectura
69d05657eadd846fd997012d,1160.17,8,7332.27,0.21,Juguetes,PayPal,2026-12-05,"{""calle"": ""Calzada Chihuahua 685 094"", ""ciudad"": ""Nueva Jordania"", ""estado"": ""Tabasco"", ""cp"": ""84337-7636""}",No cumplió del todo mis expectativas pero sirve para lo básico.,Juego de mesa familiar
69d05657eadd846fd997012e,2667.16,1,2133.73,0.2,Libros,Tarjeta de débito,2026-04-27,"{""calle"": ""Calle Estonia 290 307"", ""ciudad"": ""San Israel los bajos"", ""estado"": ""Tabasco"", ""cp"": ""83954""}",Buen precio pero la calidad podría mejorar.,Marketing Digital 2024
69d05657eadd846fd997012f,277.41,9,2296.95,0.08,Deportes,Tarjeta de débito,2026-05-29,"{""calle"": ""Callejón Sur Jaramillo 470 109"", ""ciudad"": ""San Anabel los altos"", ""estado"": ""Distrito Federal"", ""cp"": ""36652-7088""}","El producto es tal y como se describe, estoy muy satisfecho.",Colchoneta yoga antideslizante
69d05657eadd846fd9970130,2000.27,14,19042.57,0.32,Ropa,Tarjeta de crédito,2026-02-10,"{""calle"": ""Continuación Baja California Sur 554 Edif. 387 , Depto. 882"", ""ciudad"": ""San Jesús los bajos"", ""estado"": ""Durango"", ""cp"": ""06416""}",Buen precio pero la calidad podría mejorar.,Sudadera con capucha
69d05657eadd846fd9970131,671.58,6,2981.82,0.26,Libros,Transferencia,2026-04-30,"{""calle"": ""Ampliación Sur Villarreal 669 Interior 577"", ""ciudad"": ""Nueva Chile"", ""estado"": ""Baja California"", ""cp"": ""07924-5968""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Marketing Digital 2024
69d05657eadd846fd9970132,427.26,19,7630.86,0.06,Electrónica,Efectivo,2026-02-21,"{""calle"": ""Calzada Tlaxcala 675 Interior 632"", ""ciudad"": ""Vieja Irlanda"", ""estado"": ""Guanajuato"", ""cp"": ""41265-6892""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Smartphone 5G 256GB
69d05657eadd846fd9970133,540.71,6,2562.97,0.21,Electrónica,Transferencia,2026-07-14,"{""calle"": ""Andador Venezuela 443 Interior 162"", ""ciudad"": ""Vieja Indonesia"", ""estado"": ""Zacatecas"", ""cp"": ""12708-7789""}","Producto auténtico y de calidad, envío rápido y seguro.",Laptop Core i7 16GB
69d05657eadd846fd9970134,2844.4,7,16326.86,0.18,Juguetes,Transferencia,2026-05-23,"{""calle"": ""Continuación Angola 268 Interior 707"", ""ciudad"": ""Vieja Santo Tomé y Príncipe"", ""estado"": ""Coahuila de Zaragoza"", ""cp"": ""07368-6305""}",Buen precio pero la calidad podría mejorar.,Muñeca articulada deluxe
69d05657eadd846fd9970135,2499.57,20,46991.92,0.06,Deportes,Efectivo,2026-08-21,"{""calle"": ""Circuito Colima 215 Interior 206"", ""ciudad"": ""San Augusto de la Montaña"", ""estado"": ""Veracruz de Ignacio de la Llave"", ""cp"": ""75278-4866""}","El producto es tal y como se describe, estoy muy satisfecho.",Colchoneta yoga antideslizante
69d05657eadd846fd9970136,2186.35,11,15151.41,0.37,Hogar,Efectivo,2026-11-22,"{""calle"": ""Boulevard Santana 330 Interior 420"", ""ciudad"": ""San Luis Manuel de la Montaña"", ""estado"": ""Michoacán de Ocampo"", ""cp"": ""44437""}","Producto auténtico y de calidad, envío rápido y seguro.",Silla ergonómica oficina
69d05657eadd846fd9970137,1165.72,5,5595.46,0.04,Deportes,Tarjeta de débito,2026-07-06,"{""calle"": ""Peatonal de la O 221 Interior 916"", ""ciudad"": ""San Elvira de la Montaña"", ""estado"": ""Jalisco"", ""cp"": ""44772-0271""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Bicicleta estática
69d05657eadd846fd9970138,1836.26,6,8924.22,0.19,Hogar,Efectivo,2026-03-25,"{""calle"": ""Eje vial Jamaica 406 Interior 730"", ""ciudad"": ""Nueva República de Macedonia del Norte"", ""estado"": ""Durango"", ""cp"": ""68163-9861""}","Producto auténtico y de calidad, envío rápido y seguro.",Silla ergonómica oficina
69d05657eadd846fd9970139,324.91,5,1039.71,0.36,Ropa,Efectivo,2026-07-09,"{""calle"": ""Circuito Juárez 572 Edif. 717 , Depto. 514"", ""ciudad"": ""San Eugenia los bajos"", ""estado"": ""Coahuila de Zaragoza"", ""cp"": ""39785-2520""}","Excelente producto, llegó antes de lo esperado y en perfectas condiciones.",Sudadera con capucha
69d05657eadd846fd997013a,1142.61,2,1645.36,0.28,Belleza,Transferencia,2026-07-01,"{""calle"": ""Pasaje Oaxaca 705 Interior 931"", ""ciudad"": ""San Irma los bajos"", ""estado"": ""Puebla"", ""cp"": ""96991-2944""}","Entrega rápida, el empaque estaba en buen estado.",Shampoo sin sulfatos
69d05657eadd846fd997013b,1084.03,19,19772.71,0.04,Belleza,Tarjeta de débito,2026-04-18,"{""calle"": ""Andador Niger 737 Edif. 158 , Depto. 195"", ""ciudad"": ""San Natalia los altos"", ""estado"": ""Chihuahua"", ""cp"": ""48247-1965""}",El artículo es de buena calidad aunque el envío tardó un poco.,Shampoo sin sulfatos
69d05657eadd846fd997013c,2734.75,3,7301.78,0.11,Deportes,Efectivo,2026-12-10,"{""calle"": ""Andador Sur Urrutia 091 Interior 237"", ""ciudad"": ""Vieja Andorra"", ""estado"": ""Chiapas"", ""cp"": ""36151""}","Increíble producto, superó todas mis expectativas.",Colchoneta yoga antideslizante
69d05657eadd846fd997013d,66.13,1,50.92,0.23,Deportes,Tarjeta de crédito,2026-05-17,"{""calle"": ""Calzada Suiza 793 Edif. 830 , Depto. 816"", ""ciudad"": ""Nueva Grecia"", ""estado"": ""Sonora"", ""cp"": ""39168-7341""}","Segunda compra, siempre quedo satisfecho con este vendedor.",Tenis running profesional
69d05657eadd846fd997013e,1980.91,11,18303.61,0.16,Belleza,Tarjeta de crédito,2026-12-26,"{""calle"": ""Circunvalación Yucatán 536 509"", ""ciudad"": ""San Luz de la Montaña"", ""estado"": ""Tabasco"", ""cp"": ""29249""}","El producto es tal y como se describe, estoy muy satisfecho.",Shampoo sin sulfatos
